FACTORY,FTY STATUS,SALES DOLLARS,SALES UNITS,MMO,IMO,MARK DOWNS,DAMAGE RATE,Lead Time Days,On Time %,Reject %,Pairs Defect %,Pkg Defect %,"Customer Damage per 100,000",Total Damage Rate,Receipt Units,Receipt 1st Cost,Average 1st Cost,Year
SPARK,SA,1127.0615,71.147,0.349997307,0.620864191,0.70362179,0.011123022,65.07707865,1,0,0.066420664,0,0.011497322,0.011123022,80.064,640.512,8,2003
NOVUS,SA,635.81786,62.501,-0.138133915,0.59087039,1.766696409,0.015396485,76.70531135,0.586561153,0.200424799,0.1582397,0.112359551,0.004959921,0.015396485,58.762,543.5485,9.25,2003
SHINGTAI,SA,798.57069,59.07,0.435763552,0.62039319,0.478722316,0.007643669,65.44442013,0.261269147,0,0.065693431,0,0.004621635,0.007643669,63.324,359.6382,5.679334849,2003
POUYUEN,SA,1534.17564,51.338,0.445774097,0.532787646,0.168283196,0.017964775,90,1,0,0.044303797,0,0.01416105,0.017964775,8.582,98.16436,11.43840131,2003
RICHORSE,SA,503.19725,46.619,0.553063615,0.637812647,0.171575977,0.062079016,45.63299533,0.896593369,0.028852584,0.091221187,0,0.004762007,0.062079016,121.258,417.3464,3.441805077,2003
MEIYEE,SA,581.72441,45.903,0.572063428,0.639092728,0.182838399,0.00288604,60.48862147,1,0,0.048245614,0,0.004945211,0.00288604,75.519,313.40385,4.15,2003
LONGPOWER,SA,520.96703,45.167,0.191667811,0.430472505,0.400832083,0.017840553,67.01012718,1,0.027633117,0.059055118,0,0.005712135,0.017840553,30.053,226.2425,7.528116993,2003
KAIBUO,SA,1078.46698,45.054,0.45184063,0.643487245,0.37587684,0.159487108,79.61130633,0.870291597,0.010668956,0.065934066,0,0.015115195,0.159487108,16.221,90.1179,5.555631589,2003
GREATYEAR,SA,319.86236,44.496,0.488235096,0.633064182,0.389707248,0.004407271,,,0,0,0,0.001865336,0.004407271,,,,2003
KINGFORCE,SA,413.80537,42.875,0.318394974,0.595783085,0.656842322,0.026980003,,,0,0,0,0.007883382,0.026980003,,,,2003
GOLDENGLOR,SA,578.38617,41.947,0.478168989,0.584817698,0.229030995,0.028374157,,,0,0,0,0.013445538,0.028374157,,,,2003
LOBELSON,SA,605.10714,41.721,0.561976165,0.563537412,-0.012775176,0.02068318,,,0,0,0,0.003523405,0.02068318,,,,2003
KIARTE,SA,491.72636,39.132,0.504511839,0.587058039,0.19291689,0.007020449,,,0,0.005952381,0.011904762,0.005673106,0.007020449,40.011,182.05005,4.55,2003
RUNDA,SA,322.84854,37.94,0.576954878,0.672777913,0.291870795,0.000979561,49.18609483,1,0.00991772,0.046296296,0.083333333,0.001133368,0.000979561,40.431,132.61368,3.28,2003
JINSHI,SA,620.78317,36.818,0.572055344,0.632631621,0.159515101,0.005327029,48.64804673,1,0,0.05026455,0,0,0.005327029,42.612,213.0888,5.000675866,2003
WINGFOOT#1,SA,294.76011,35.846,0.440299164,0.542469535,0.218606344,0.004304721,,,0,0,0,0.001785415,0.004304721,2.574,6.0489,2.35,2003
SUPERSMART,SA,331.38932,34.931,0.061223971,0.557258332,1.107100766,0.013270796,,,0,0,0,0.006269503,0.013270796,,,,2003
LORY,SA,392.10532,29.548,0.464445573,0.596294905,0.322383282,0.004213307,66.57354856,0.770632648,0.256054341,0.064516129,0,0.002842832,0.004213307,35.136,186.24,5.300546448,2003
REDCHILD,SA,217.46953,29.173,0.490822875,0.64319469,0.423108837,0.00385631,45.46306169,1,0,0.051075269,0,0,0.00385631,33.618,82.33284,2.449070141,2003
ORQUITEO,SA,355.42922,28.905,0.493921153,0.587058039,0.219049886,0.006631278,,,0,0,0,0.004878049,0.006631278,25.023,113.85465,4.55,2003
SHERWOODCH,SA,884.09689,28.712,0.320297179,0.538652107,0.461098772,0.011151447,,,0,0,0,0.006791585,0.011151447,,,,2003
DAYI,SA,373.73259,27.434,0.497893052,0.569957734,0.16586477,0.00165787,60.7343131,1,0.074457854,0.082018927,0,0.006050886,0.00165787,63.225,299.499,4.737034401,2003
ZHENUOER,SA,192.88681,25.94,0.500793237,0.628294908,0.340795672,0.002222599,56.05178857,0.736252002,0,0.108695652,0,3.85505E-05,0.002222599,33.714,85.6551,2.540638904,2003
CHINGLEAD,SA,339.70211,24.987,0.398443919,0.53944269,0.29522048,0.010178418,56.83790524,1,0.320580779,0.031620553,0,0.004642414,0.010178418,22.714,173.8653,7.654543453,2003
NATIONLIGH,SA,161.42138,23.794,0.307574127,0.636440843,0.894365294,0.010300494,57.94053472,1,0,0.062827225,0,0.005001261,0.010300494,53.336,181.2481,3.398231963,2003
SARASTI,SA,266.5182,23.783,0.412437387,0.546776895,0.279316647,0.017285161,241.4065934,0.166833167,0.153988013,0.082251082,0.037878788,0.011184459,0.017285161,24.024,120.00072,4.995034965,2003
WIRTH,SA,281.71451,23.663,0.363483301,0.50081309,0.267554057,0.00752045,62,1,0,0,0,0.004775388,0.00752045,24,138,5.75,2003
ZHONGDA,SA,235.78265,23.575,0.508780353,0.600493683,0.22764228,0.001954724,54.2283036,1,0.269068409,0.110544218,0,0,0.001954724,26.994,89.2608,3.306690376,2003
KIUTY,SA,125.57491,22.576,0.523730099,0.668095587,0.432855656,0.002094447,51.95397179,0.099975254,0,0,0,0.000132884,0.002094447,24.558,46.0383,1.874676277,2003
JIASHUN,SA,191.18602,22.411,0.538871775,0.638336197,0.273762956,0.001251556,48.63202042,1,0,0.069047619,0,4.46209E-05,0.001251556,26.256,68.8554,2.622463437,2003
FRANKLIN,SA,426.37533,22.383,0.055063575,0.592898523,0.601024079,0.681619854,,,0,0,0,0.00938212,0.681619854,,,,2003
MIMI,SA,202.14078,21.86,-0.071655705,0.609068752,1.67581534,0.066989699,,,0,0,0,0.008783166,0.066989699,27.234,187.9146,6.9,2003
YANGDER,SA,272.5427,20.318,0.359758232,0.616491214,0.644743448,0.026528063,,,0,0.026200873,0,0.007924008,0.026528063,5.004,29.7738,5.95,2003
BISONSER,SA,208.56935,18.599,0.390796059,0.600353149,0.515069256,0.009286408,,,0,0,0,0.003279746,0.009286408,,,,2003
GIOCAL,SA,224.52552,18.342,0.450105672,0.590820409,0.330586296,0.013429075,86.25219941,0.554252199,0,0.154255319,0.00177305,0.008396031,0.013429075,19.668,99.396,5.053691275,2003
MUYA,SA,130.66243,18.255,0.557905207,0.682910358,0.392920291,0.001297159,60,0,0,0.106235566,0.833718245,0,0.001297159,20.646,51.82344,2.510095902,2003
HANBEE,SA,301.2742,17.802,0.472422498,0.554277139,0.181189694,0.002455006,59.30163354,1,0,0.051829268,0,0.003145714,0.002455006,19.222,115.332,6,2003
SHENGCHUAN,SA,73.76312,17.715,0.574190327,0.697483863,0.406075963,0.001620322,50.5980363,1,0.155739764,0.115079365,0,0,0.001620322,20.166,21.32844,1.057643558,2003
MINCHAO,SA,224.71224,17.488,0.56753989,0.657569841,0.261041054,0.001901187,49.64592593,1,0.318035427,0.176587302,0.023809524,0,0.001901187,26.052,105.099,4.034200829,2003
WEILIN,SA,480.36527,17.215,0.36731571,0.538327412,0.353282368,0.017319758,80,0,0,0.098360656,0,0.01033982,0.017319758,3.636,49.2597,13.54777228,2003
RAMARIM,SA,323.58893,17.159,0.249721614,0.597288285,0.855420116,0.007414716,,,0,0,0,0.002214581,0.007414716,,,,2003
DFP,SA,187.99718,16.561,0.578353143,0.633099439,0.144311792,0.00491651,76.66666667,1,0,0.041401274,0,0.00277761,0.00491651,18,65.7,3.65,2003
ZIYLAN,SA,168.89103,15.71,0.311761495,0.508107675,0.394348178,0.004792795,70,0,0,0.05952381,1,0.002928071,0.004792795,16.2,93.42,5.766666667,2003
ARUBA,SA,99.18024,15.545,0.528793135,0.623633092,0.249176751,0.002812556,79.49453368,0.063519208,0,0,0,0,0.002812556,16.458,32.75142,1.99,2003
NEWSTARGZ,SA,396.28675,15.515,0.471160618,0.549821285,0.171487187,0.00331626,82.41421629,0.38295857,0,0.07537248,0,0.004511763,0.00331626,41.9,426.77,10.18544153,2003
MAIDERN,SA,175.82476,15.007,0.509563044,0.63028312,0.320870792,0.005518847,39.78410596,1,0,0.078703704,0,0.000133271,0.005518847,17.052,68.17704,3.998184377,2003
CARLINGTON,SA,157.405,14.815,0.495904577,0.604972055,0.274094533,0.002006035,61.11826249,1,0,0.0562249,0,0.002902464,0.002006035,35.862,117.8544,3.286330935,2003
HOPECOME,SA,153.17456,14.605,0.475021505,0.580377132,0.238580023,0.01255117,85,0,0,0.082474227,0,0.007531667,0.01255117,,,,2003
YOUNG,SA,267.54809,13.81,0.449919414,0.545897517,0.186672273,0.024661473,,,0,0,0,0.011585807,0.024661473,,,,2003
BEIRARIO,SA,108.28223,13.384,0.516952412,0.61005641,0.23232113,0.006905565,33.19783158,1,0,0,0,7.47161E-05,0.006905565,14.004,37.36194,2.667947729,2003
BUFENG,SA,90.89769,13.35,0.463558425,0.564719066,0.188407538,0.009791118,,,0,0,0,0.001048689,0.009791118,,,,2003
PARABELA,SA,107.85129,13.34,0.56048101,0.620533024,0.1517394,0.006419395,,,0,0,0,0,0.006419395,12.348,30.87,2.5,2003
ALMIRO,SA,78.19988,13.171,0.547572835,0.669035858,0.362530607,0.003151795,40.96461072,1,0,0,0,0.000151849,0.003151795,13.68,25.308,1.85,2003
DONGDA,SA,339.91639,13.034,0.501669837,0.569293596,0.149958259,0.007058206,64.38484884,1,0,0.08,0,0.011278195,0.007058206,17.134,167.9132,9.8,2003
KINDER,SA,140.77738,12.225,0.514805646,0.570660773,0.128041664,0.002030014,118.9950495,0,0.126726239,0.087009804,0.00122549,0.002290389,0.002030014,15,73.5,4.9,2003
CEZAR,SA,66.68874,12.177,0.397685276,0.627852289,0.614240875,0.004034264,43,1,0,0,0.00297619,0.000164244,0.004034264,12.258,24.27084,1.98,2003
DMARCO,SA,218.31444,12.139,0.541600959,0.62074441,0.207938742,0.000676547,42.12386157,1,0,0,0,8.23791E-05,0.000676547,14.937,90.51018,6.059461739,2003
CALZAGARVE,SA,137.9939,11.74,0.276584545,0.438807653,0.269893814,0.018969172,159,0,0,0.058333333,0.004166667,0.015247019,0.018969172,10.008,65.052,6.5,2003
BLIP,SA,133.21858,11.629,0.446762081,0.589988167,0.337836734,0.009265299,66,1,0,0,0,0.00584745,0.009265299,10.005,45.52275,4.55,2003
SEUNGJIN,SA,173.62206,11.317,0.502893987,0.552766565,0.107438939,0.004109962,,,0.341737546,0.007142857,0.742857143,0.003269418,0.004109962,13.002,92.7069,7.130203046,2003
YOHUALA,SA,150.49158,11.246,0.278511263,0.36024016,0.120179215,0.007570125,78,1,0,0.076388889,0.395833333,0.00702472,0.007570125,14.998,115.4846,7.7,2003
ANALAURA,SA,64.452,11.17,0.484352076,0.627653949,0.381258921,0.00358608,26.9865643,1,0,0,0,0,0.00358608,12.528,24.2808,1.938122605,2003
KISSOL,SA,296.9768,11.106,0.506785278,0.562005572,0.12153185,0.004483313,47.8301906,0.669213783,0.089031244,0.057890563,0,0.006843148,0.004483313,24.116,241.16,10,2003
CHENGLONG,SA,138.08258,10.521,0.475634363,0.585453746,0.257738594,0.007092857,69,1,0,0.035294118,0,0.004562304,0.007092857,10.014,52.0728,5.2,2003
TAIMA,SA,351.71695,10.405,0.546741208,0.563589597,0.035124835,0.004035973,55.94801155,0.833370362,0,0.075396825,0,0.002787122,0.004035973,11.406,134.5908,11.8,2003
DAYNAN,SA,111.41091,10.262,0.156983728,0.512173102,0.70125511,0.023128884,65,1,0,0.101351351,0,0.007016176,0.023128884,9.582,63.252,6.601127113,2003
PHOENIX,SA,195.44121,9.686,0.506534062,0.595699679,0.208236175,0.015459943,16.60596708,1,0.11970988,0.0591133,0.082758621,0.014866818,0.015459943,19.727,139.349,7.063871851,2003
XINGQUAN,SA,130.62617,9.15,0.610206745,0.639170294,0.078968326,0.001452772,42.66002215,1,0.094274969,0.101449275,0.014492754,0,0.001452772,10.836,41.55048,3.83448505,2003
TONGTIAN,SA,83.07062,9.148,0.573022688,0.637216158,0.171467843,0.005425986,65.41544118,1,0,0.053571429,0,0,0.005425986,9.804,28.72668,2.930097919,2003
MINGTAI,SA,64.74809,9.062,0.480932797,0.628258866,0.39537923,0.000923888,54,1,0.223363286,0.125,0,0.000220702,0.000923888,10.89,25.8978,2.378126722,2003
CHUANLIH,SA,125.91459,8.965,0.471054784,0.563272513,0.209671969,0.00148426,60.2767767,0.919994234,0,0.075396825,0,0.004796431,0.00148426,13.874,79.7755,5.75,2003
MINGWEI,SA,78.23158,8.789,0.590093285,0.667742049,0.232434907,0.001262022,48,1,0,0.053571429,0,0.000113779,0.001262022,9.66,25.2474,2.613602484,2003
G&G,SA,105.93987,8.658,0.242345682,0.382395532,0.225066823,0.00162866,61.77526229,1,0,0.061983471,0,0.001039501,0.00162866,10.902,79.5846,7.3,2003
REGENCE,SA,129.64141,8.607,0.153697958,0.576912144,0.991060804,0.007355752,,,0,0,5,0.008713838,0.007355752,9.48,112.266,11.84240506,2003
IFAND,SA,107.57474,8.165,0.45573775,0.5270286,0.137770354,0.013297081,,,0,0,0,0.007103491,0.013297081,,,,2003
IFCO,SA,43.55669,7.319,-0.33942593,0.619974595,2.390932828,0.117842517,,,0,0,0,0.009290887,0.117842517,,,,2003
JINDELI,SA,77.04332,7.272,0.543001003,0.612371341,0.177024043,0.001942284,50,1,0.251810969,0.06547619,0,0,0.001942284,8.634,28.0605,3.25,2003
HONGTAI,SA,56.19135,7.205,0.47901839,0.687293102,0.663046892,0.00300064,44.08233815,1,0,0.101190476,0,0,0.00300064,9.546,27.2061,2.85,2003
CITERA,SA,52.65447,7.127,0.505072219,0.640597814,0.34948068,0.028023452,36.52612735,0.567726537,0.230587308,0.046666667,0.01,0,0.028023452,8.502,19.5546,2.3,2003
TOPASIA,SA,98.28643,6.793,0.281049887,0.538844238,0.550214714,0.008736201,62.33333333,1,0,0.095435685,0.398340249,0.005005152,0.008736201,7.2,57.96,8.05,2003
YATAI,SA,62.83725,6.78,-0.341094017,0.587195732,2.235854529,0.012886146,62,1,0,0.047619048,0,0.003097345,0.012886146,7.2,67.68,9.4,2003
XINLI,SA,54.70812,6.432,0.590011867,0.661507438,0.206677181,0.004519987,51,1,0.224462366,0.087719298,0.021929825,0,0.004519987,6.924,17.19,2.482668977,2003
BESTHEALTH,SA,96.13434,6.364,0.034299086,0.401632867,0.601252581,0.014267534,,,0,0.06122449,0,0.011156505,0.014267534,7.104,84,11.82432432,2003
32COMPANY,SA,170.02198,6.192,0.658618962,0.625684512,-0.089893671,0.002954736,64.93041961,0.655392964,0,0.078347578,0,0.006621447,0.002954736,17.826,136.057,7.632503085,2003
SOGIMA,SA,99.88825,6.104,-0.664657054,0.327831958,1.443720458,0.032828486,,,0,0,0,0.01146789,0.032828486,6.498,133.5339,20.55,2003
SHUANGRONG,SA,27.68534,6.053,0.370017489,0.638644918,0.742525467,0.000863634,43.12767645,1,0,0.06547619,0,0,0.000863634,7.566,13.92144,1.84,2003
JASON,SA,68.55558,5.983,0.588462383,0.621149008,0.084966534,0.00130974,,,0,0,0,0,0.00130974,6.336,17.64576,2.785,2003
BICAL,SA,37.36158,5.81,0.504890853,0.64548495,0.394900858,0.001680603,33,0.5,0,0,0,0,0.001680603,7.824,15.49152,1.98,2003
KANGMEN,SA,47.42527,5.796,0.558464928,0.670720007,0.34068019,0.000231311,54.31955923,1,0,0.066666667,0,0,0.000231311,6.534,15.0978,2.310651974,2003
SHENGDAWZ,SA,101.89162,5.677,0.600412085,0.641559045,0.112649794,0.002155918,53.06557377,1,0,0.108333333,0,0,0.002155918,6.588,35.2458,5.35,2003
KASCHELLI,SA,57.71077,5.592,0.377124235,0.574549819,0.452485905,0.011428716,,,0,0,0,0.002503577,0.011428716,,,,2003
JACK,SA,36.66416,5.535,-0.180794542,0.587981323,1.856703931,0.008941157,58.809319,0.641577061,0,0.015350877,0,0.000180668,0.008941157,10.448,88.3696,8.458039816,2003
BRINK,SA,39.99601,5.424,0.596321733,0.697858661,0.334065073,0.002194219,57.93775934,0.755186722,0,0.03125,0,0,0.002194219,5.784,11.928,2.062240664,2003
CRYSALIS,SA,42.3738,5.372,0.456108492,0.635222027,0.487979365,0.002588156,42.46882975,0.30623405,0,0,0,0,0.002588156,5.664,16.7088,2.95,2003
GUANNCHYUA,SA,84.6531,5.13,0.408296448,0.547149065,0.27738618,0.020654766,66.33496333,1,0.244498778,0.062068966,0,0.002923977,0.020654766,5.004,29.2734,5.85,2003
FIRMNESS,SA,52.9493,5.115,0.246127144,0.401713928,0.254857949,0.005151909,51.30152366,1,0,0.11627907,0,0.004301075,0.005151909,7.482,44.892,6,2003
CHENAN,SA,57.41498,4.963,0.557155293,0.605242868,0.121137898,0.000677698,62,1,0,0.05952381,0,0.000201491,0.000677698,5.988,22.7544,3.8,2003
HONGNIU,SA,36.50772,4.958,0.520393769,0.645854465,0.353994717,0.000273093,51.74025974,0.532467532,0.318584071,0.125,0.020833333,0,0.000273093,5.544,12.456,2.246753247,2003
MALU,SA,54.73734,4.87,0.19759528,0.406270847,0.333665465,0.016340582,,,0,0,0,0.008213552,0.016340582,,,,2003
YIMAIDA,SA,49.93899,4.646,0.577355089,0.620718463,0.113611228,0.000719077,,,0,0,0,0,0.000719077,4.824,16.1604,3.35,2003
ORIENTALWI,SA,51.82166,4.606,0.353690908,0.516073677,0.332337482,0.003104686,68.2605042,1,0,0.04601227,0,0.004125054,0.003104686,3.42,19.665,5.75,2003
AMANDA,SA,79.35722,4.56,0.272826467,0.368184092,0.148659189,0.002267091,63,1,0,0.029761905,0,0.007894737,0.002267091,6.006,60.06,10,2003
DUPE,SA,14.83434,4.559,0.544955825,0.62720403,0.220090007,0.000535245,72,0,0,0,0,0,0.000535245,4.824,4.77576,0.99,2003
SHIYING,SA,74.88484,4.4,0.422218169,0.578460767,0.358432494,0.011933924,,,0,0,0,0.007954545,0.011933924,2.38,17.85,7.5,2003
BAOMA,SA,31.81984,4.191,0.516623277,0.631895687,0.31315148,0,,,0,0.071428571,0,0,0,4.608,10.8288,2.35,2003
DBLESTAR-G,SA,49.82555,4.15,0.384511561,0.510021106,0.25043276,0.005716144,101,1,0,0.051020408,0,0.005301205,0.005716144,4.8,33.264,6.93,2003
SANSHENG,SA,42.46296,4.15,0.595742737,0.631722881,0.072122622,0.025575937,,,0,0,0,0,0.025575937,4.416,12.54144,2.84,2003
ELLE,SA,32.95984,4.13,0.196227591,0.581289221,0.878307055,0.037142474,,,0,0,0,0.003874092,0.037142474,,,,2003
GOLDSUPERI,SA,209.48012,4.07,0.643966645,0.577586125,-0.181930486,0.033174747,68.43589744,1,0,0.103370787,0.002247191,0.028255528,0.033174747,5.922,79.77312,13.4706383,2003
BISONVLT,SA,25.16533,3.669,-0.345278604,0.477104245,1.445758112,0.133712532,,,0,0,0,0.013900245,0.133712532,,,,2003
HUAYU,SA,28.82836,3.667,0.508601946,0.648131267,0.395396408,0.001141584,52,1,0.5,0.214285714,0,0,0.001141584,5.502,13.755,2.5,2003
HONGQINGTI,SA,51.18781,3.559,0.34331162,0.444089965,0.181285349,0,47.97526502,1,0,0.082901554,0,0,0,4.245,31.8375,7.5,2003
VALERIA,SA,32.85477,3.533,0.60746887,0.635635636,0.074263189,0.002949648,,,0,0,0,0.001981319,0.002949648,,,,2003
MAIDE,SA,56.51227,3.441,0.35455026,0.55457037,0.399848033,0.046872122,,,0,0,0,0.010462075,0.046872122,,,,2003
GENFOOT,SA,34.95178,3.31,0.479091194,0.583848312,0.222910536,0.030876253,,,0,0,0,0.004833837,0.030876253,,,,2003
FENGSHENG,SA,41.59367,3.205,0.644013139,0.647648419,-0.000596725,0.01091392,51,1,0,0.05952381,0,0,0.01091392,3.792,13.0824,3.45,2003
LEADER,SA,63.17091,3.136,0.590984205,0.57865285,-0.031838547,0.003181686,,,0,0,0,0.001594388,0.003181686,,,,2003
XIANGGUAN,SA,42.01783,3.109,0.520191309,0.594865373,0.181658596,0.002660537,45,1,0,0.071428571,0,0,0.002660537,3.96,17.82,4.5,2003
SINSHCOME,SA,20.60402,3.057,0.504476311,0.665997994,0.479239974,0.004354975,51,1,0,0.113095238,0,0.000327118,0.004354975,7.392,15.5232,2.1,2003
LIFENG,SA,15.79986,3.002,-0.04720738,0.61426398,1.518502063,0.122066271,0,0,0,0,0,0.012658228,0.122066271,,,,2003
XINTAI,SA,40.02908,2.964,0.63942214,0.696305573,0.18251731,0.004787519,49,1,0,0,0,0,0.004787519,4.122,13.3965,3.25,2003
JIMSON,SA,173.58236,2.908,0.580249802,0.712997584,0.444679747,0.014270056,70.44968268,1,0,0,0,0.018913343,0.014270056,7.122,129.79014,18.22383319,2003
DISPORT,SA,42.796,2.82,-0.022414478,0.579781939,1.394307879,0.032120993,,,0,0,0,0.009574468,0.032120993,,,,2003
ANJO,SA,22.27996,2.715,0.472602285,0.66692367,0.580503286,0.002910687,88,0,0,0,0,0.000736648,0.002910687,3.6,11.16,3.1,2003
VERAO,SA,15.37284,2.498,0.514991374,0.626097867,0.295080154,0.002073787,39,0,0,0,0,0,0.002073787,2.7,6.21,2.3,2003
CINQUE,SA,33.37484,2.469,0.292153011,0.547379791,0.552795759,0.01006267,,,0,0,0,0.000810045,0.01006267,,,,2003
HUANNIAO,SA,25.80108,2.423,0.512401806,0.583801123,0.171067645,0.000483313,40,1,0,0.083333333,0,0,0.000483313,2.959,10.3565,3.5,2003
JINXU,SA,32.92865,2.251,0.55487091,0.674511768,0.365147675,0.002425851,53,1,0,0.130952381,0,0.000444247,0.002425851,3.3,16.83,5.1,2003
TONGCHIA,SA,35.45079,2.146,0.51904344,0.535609182,0.028483145,0.007188838,56,1,0,0.06122449,0,0.006523765,0.007188838,2.4,14.88,6.2,2003
GOLDFLEX,SA,16.81717,2.118,0.009534898,0.588752733,1.142204663,0.270308857,70.19172462,0.076033445,0,0.001068376,0,0.03871577,0.270308857,,,,2003
JIANDA,SA,24.40577,2.06,0.273421818,0.572286143,0.687281327,0.01146696,76,1,0,0.03125,0.5,0.007281553,0.01146696,2.4,15.6,6.5,2003
CHAINWELL,SA,36.99049,1.985,0.40785537,0.524575903,0.233699527,0.01220584,,,0,0,0,0.009571788,0.01220584,,,,2003
SANYANG,SA,18.1599,1.967,0.570019659,0.66922135,0.296537426,0.003295723,50,1,0,0.083333333,0,0,0.003295723,3.99,10.848,2.718796992,2003
HUEYFENGCH,SA,16.74744,1.88,0.498938942,0.559889585,0.136722986,0.001932833,,,0,0,0,0.001595745,0.001932833,,,,2003
AGUIA,SA,31.60385,1.437,0.460251836,0.529497691,0.13159093,0.013220858,36,1,0,0.041666667,0,0.005567154,0.013220858,2.4,20.76,8.65,2003
DINGHONG,SA,12.6686,1.41,0.195259145,0.343949045,0.223173831,0.004101479,54,1,0,0.142857143,0,0.004964539,0.004101479,2.412,13.869,5.75,2003
ZINCO,SA,13.6291,1.367,0.30085699,0.541694463,0.503498397,0.019358578,,,0,0,0,0.007315289,0.019358578,,,,2003
NIDFEET,SA,21.91624,1.311,0.481035981,0.608445442,0.323534055,0.001824218,45,1,0,0,0,0.001525553,0.001824218,1.44,9.6768,6.72,2003
SYNCO,SA,6.69558,1.264,-0.713993411,0.599564139,2.880972223,0.356527739,,,0,0,0,0.028481013,0.356527739,,,,2003
CIM,SA,7.20813,1.22,-0.654499849,0.464470389,1.98021817,0.091790797,,,0,0,0,0.006557377,0.091790797,,,,2003
NANKANG,SA,6.71132,1.213,-0.320024973,0.632634298,2.208887372,0.290375068,,,0,0,0,0.044517725,0.290375068,,,,2003
GLORYCH,SA,5.29737,1.113,-0.66541699,0.577964134,2.573069278,0.165999354,,,0,0,0,0.052111411,0.165999354,,,,2003
BLIP-FL1,SA,5.38858,1.109,-0.306572418,0.54457671,1.736140133,0.116995572,,,0,0,0,0.024346258,0.116995572,,,,2003
NOVELTY,SA,3.25845,1.084,-0.188902699,0.578659312,1.694888674,0.131430588,,,0,0,0,0.007380074,0.131430588,,,,2003
ANDREZA,SA,5.55755,1.067,-0.185313672,0.587374904,1.493964067,0.388318594,,,0,0,0,0.06841612,0.388318594,,,,2003
HBETTARELL,SA,27.87478,1.051,0.478112473,0.541513838,0.13075296,0.008180872,54,0,0,0,0,0.009514748,0.008180872,1.182,12.411,10.5,2003
CENTROPE,SA,34.70601,1.022,0.112302163,0.140956124,0.030362753,0.003902494,,,0,0,0,0.010763209,0.003902494,3.6,79.524,22.09,2003
HUEYFUNG,TARGET,90321.22461,6774.349,0.495582514,0.623646726,0.330888664,0.009452145,66.31793453,0.991589193,0.001026178,0.047863886,0.000110572,0.005374096,0.009452145,6654.743,32739.06223,4.91965839,2003
CHINACROWN,TARGET,59605.23048,4241.723,0.526592226,0.620738493,0.237025076,0.011437519,46.65372855,1,0.001091584,0.044341654,0.000139565,0.00651009,0.011437519,3800.639,19417.94866,5.109127349,2003
HANJIANG,TARGET,46187.51422,3769.155,0.499577225,0.614280429,0.288563012,0.008831508,69.92303697,0.994263052,0.029559136,0.0553814,0.000101945,0.006368271,0.008831508,3862.57,18254.59683,4.726023562,2003
CHINWANG,TARGET,20805.14879,3241.093,0.474143673,0.625331442,0.399123907,0.004434798,63.37735421,0.995160255,0,0.035696441,0.00024982,0.001971866,0.004434798,3275.649,8380.68575,2.558481006,2003
ZENGLEINFL,TARGET,19358.10161,2981.116,0.309844188,0.616638163,0.791455808,0.008488409,68.8926315,0.97363081,0.003578776,0.002408076,0.001065111,0.003409126,0.008488409,2255.675,7735.86117,3.429510532,2003
PROTONIC,TARGET,49498.90419,2710.895,0.52526454,0.621625136,0.238814476,0.015965989,67.06383897,0.996059323,0.007155202,0.08149675,0.014111305,0.010654415,0.015965989,2158.476,13793.30304,6.390297154,2003
HONGQIAO,TARGET,25303.62154,2554.357,0.526792523,0.62967319,0.265480689,0.012407821,48.39559334,1,0,0.068133327,9.48272E-05,0.007388552,0.012407821,2413.889,8778.27702,3.63657029,2003
QINGYUN,TARGET,21783.16251,1984.126,0.544253131,0.63086231,0.223030888,0.011883878,55.45322767,0.991937412,0,0.05829151,0.000261397,0.005715363,0.011883878,1504.179,5994.70468,3.985366555,2003
DAIELY,TARGET,13745.99419,1800.057,0.328623259,0.598244489,0.663679186,0.007354679,71.27282311,0.94452187,0.008786601,0.003275214,0.000674309,0.003652107,0.007354679,1509.051,5805.1185,3.846867004,2003
LICHANG,TARGET,17087.01342,1777.573,0.496727761,0.608506105,0.277037814,0.008611991,72.54762117,0.991800057,0.002340405,0.046771455,0.000383373,0.005235791,0.008611991,2013.739,6159.0374,3.058508277,2003
IBECAL,TARGET,14124.30617,1473.136,0.391833135,0.571992514,0.414026813,0.007036693,79.12872947,0.972221507,0.022467365,0.007322607,0.001443894,0.00401728,0.007036693,1155.62,4927.14476,4.263637493,2003
NANPING,TARGET,21668.66772,1453.883,0.51375674,0.612835005,0.250338854,0.005742571,72.52983242,0.997007601,0.002523643,0.061705775,0.000236421,0.004450152,0.005742571,1561.257,8060.69795,5.162953921,2003
LIFA,TARGET,9924.0059,1441.607,0.476018477,0.603860887,0.317597154,0.005236579,65.02662587,1,0.006135251,0.047282152,7.00476E-05,0.002606119,0.005236579,1486.659,3889.24023,2.616094363,2003
HUAFENG,TARGET,6805.76335,1397.081,0.410764053,0.63812226,0.621077546,0.006784807,55.60465965,0.99377626,0.011373814,0.039280338,0,0.002088641,0.006784807,1372.246,2510.49678,1.829480122,2003
GEVOER,TARGET,13221.03825,1350.578,0.463994916,0.637225351,0.466550497,0.010379143,60.38692147,0.919358751,0.024347041,0.00644288,0.000433135,0.005096337,0.010379143,1430.977,5651.98312,3.949737221,2003
